286	23
568	25
84	24
1961	30
12	2
1962	7
1963	6
1964	33
1965	24
1966	30
156	2
1967	7
267	24
1968	30
153	23
196	25
16	3
661	9
1080	3
1969	9
1530	3
1970	9
19	1
791	41
791	41
23	2
37	3
40	9
1971	2
1972	7
255	6
1738	33
1973	46
1974	48
1974	48
1974	48
22	2
760	7
1220	2
1975	7
542	2
1976	7
201	6
1977	33
135	24
1978	30
14	2
15	7
1979	24
1980	30
134	23
312	25
549	3
1981	9
546	3
1927	9
1804	3
470	9
446	1
1982	41
1982	41
1130	2
497	3
1983	9
1268	2
1984	7
13	6
1307	33
1307	33
1307	33
1985	1
1986	41
1987	2
1988	7
1989	24
1990	30
24	6
1991	33
25	2
28	7
28	7
28	7
55	10
