14	17
108	26
173	19
153	23
174	25
175	25
133	23
176	16
133	23
143	24
177	23
143	24
24	6
178	24
179	6
25	2
28	7
180	7
181	26
182	31
183	16
184	23
185	16
186	26
118	20
187	27
188	26
127	16
110	26
189	20
190	17
191	29
192	20
186	26
193	31
194	20
108	26
195	31
173	19
153	23
196	25
196	25
13	6
197	33
198	2
135	24
199	30
200	2
201	6
202	33
203	24
204	18
205	34
206	26
207	24
208	30
209	26
210	16
211	26
212	20
213	17
214	29
215	13
216	35
217	36
217	36
218	11
219	22
220	11
221	20
222	11
223	20
224	26
225	16
226	23
227	16
228	26
229	20
230	23
231	25
101	23
131	23
232	24
233	6
234	2
235	6
236	24
29	6
163	33
122	23
237	2
238	23
186	26
103	24
239	30
133	23
176	16
240	23
108	26
159	20
241	27
242	27
133	23
243	26
244	17
143	24
24	6
25	2
245	26
246	31
247	20
14	17
15	29
15	29
55	10
