1	1
1	1
56	2
114	3
668	1
34	4
1795	5
85	3
1080	3
430	3
198	2
256	2
13	6
14	2
15	7
15	7
27	3
16	3
1796	3
114	3
2	1
1797	2
1798	7
784	2
1799	2
1193	6
11	2
428	3
485	3
25	2
28	7
28	7
1	1
1	1
56	2
114	3
668	1
34	4
1795	5
85	3
1080	3
430	3
198	2
256	2
13	6
14	2
15	7
15	7
27	3
16	3
1796	3
114	3
2	1
1797	2
1798	7
784	2
1799	2
1193	6
11	2
428	3
485	3
25	2
28	7
28	7
328	6
13	6
976	6
31	6
1800	6
333	2
1648	7
333	2
717	6
1801	6
768	6
1733	6
1802	6
415	2
1803	7
14	2
1	1
2	1
1804	3
451	2
114	3
1805	9
1383	1
466	4
1806	5
1807	5
262	1
1808	41
186	1
118	3
1054	9
1809	3
1810	8
1811	50
1812	8
535	3
1813	9
1814	9
257	3
475	9
437	1
1047	1
1815	3
22	2
674	3
1816	9
116	1
1134	4
1817	5
1135	5
1	1
657	41
1818	1
37	3
1819	9
664	3
218	8
1820	50
848	8
1080	3
1821	9
1822	9
1269	3
1823	9
1072	1
1	1
198	2
1051	3
1824	1
1134	4
1825	5
16	3
430	3
1826	3
198	2
1827	2
13	6
25	2
28	7
28	7
28	7
55	10
