14	2
1193	6
1590	24
286	23
1591	26
352	24
780	24
155	23
11	2
31	6
135	24
168	23
108	26
342	24
504	24
1592	23
134	23
1336	24
268	6
11	2
1593	1
428	3
1532	9
25	2
14	2
1193	6
1590	24
286	23
1591	26
352	24
780	24
155	23
11	2
31	6
135	24
168	23
108	26
342	24
504	24
1592	23
134	23
1336	24
268	6
11	2
1593	1
428	3
1532	9
25	2
56	2
22	2
1594	3
22	2
1595	24
11	2
1596	7
270	6
313	6
1220	2
1597	3
14	2
144	24
51	2
1598	7
532	6
1599	1
432	4
430	3
940	1
11	2
1600	2
768	6
14	2
13	6
1601	2
1602	6
350	24
1603	23
1604	23
1206	19
153	23
996	1
1501	3
23	2
315	6
1605	1
1606	4
1607	3
1047	1
11	2
853	24
1504	6
23	2
1608	2
542	2
1609	2
1610	3
269	2
1416	2
1611	6
14	2
15	7
55	10
