155	37
198	17
1152	26
186	26
103	24
261	16
1170	28
984	23
1171	17
183	16
159	20
275	27
14	17
114	20
735	16
1172	26
113	20
1173	26
794	26
201	13
198	17
1174	29
27	20
117	27
155	37
198	17
1152	26
186	26
103	24
261	16
1170	28
984	23
1171	17
183	16
159	20
275	27
14	17
114	20
735	16
1172	26
113	20
1173	26
794	26
201	13
198	17
1174	29
27	20
117	27
313	13
156	17
1088	20
1175	26
135	35
1176	24
535	20
1177	20
434	26
1178	31
965	16
1179	28
664	20
13	13
1180	17
1181	35
467	23
1182	25
103	24
1183	30
358	26
1184	20
14	17
15	29
15	29
55	10
