14	17
190	17
490	17
221	20
759	27
22	17
760	29
170	16
761	23
183	16
186	26
263	20
685	27
14	17
15	29
762	20
763	16
612	17
135	35
764	14
765	35
766	37
646	40
183	44
14	17
190	17
490	17
221	20
759	27
22	17
760	29
170	16
761	23
183	16
186	26
263	20
685	27
14	17
15	29
762	20
763	16
612	17
135	35
764	14
765	35
766	37
646	40
183	44
256	17
198	17
14	17
221	20
767	27
768	13
769	20
14	17
15	29
56	17
22	17
109	20
110	26
425	16
110	26
129	20
130	27
14	17
15	29
108	26
170	16
184	23
770	23
771	23
118	20
772	17
773	35
774	37
775	40
135	35
201	13
198	17
135	35
776	13
777	43
250	17
778	29
134	37
779	14
352	35
155	37
780	35
781	37
644	44
782	45
783	46
198	17
784	17
326	17
785	20
786	27
13	13
787	20
14	17
15	29
15	29
15	29
55	10
