101	23
103	24
602	23
181	26
184	23
118	20
297	27
108	26
173	19
122	23
123	25
123	25
101	23
103	24
184	23
118	20
127	16
110	26
171	20
14	17
15	29
15	29
56	17
114	20
170	16
108	26
2027	23
1580	25
171	20
22	17
488	13
2028	35
500	36
919	37
2029	40
2029	40
253	37
20	17
118	20
108	26
939	23
2030	23
875	16
2031	26
674	20
19	26
791	31
791	31
437	26
119	23
379	24
230	23
118	20
262	26
1417	19
122	23
123	25
123	25
101	23
103	24
701	23
2032	20
2033	16
2	26
16	20
14	17
15	29
15	29
14	17
16	20
483	16
437	26
439	23
273	23
2034	20
198	17
2035	13
350	35
351	36
919	37
2029	40
2029	40
2036	37
22	17
109	20
110	26
2027	23
2037	25
875	16
2038	26
664	20
2039	35
13	13
14	17
15	29
15	29
118	20
186	26
1220	17
309	35
2040	36
155	37
2041	40
2041	40
1053	20
437	26
2042	31
1227	20
2043	27
14	17
15	29
15	29
15	29
55	10
