1	1
2	1
3	2
4	3
5	1
6	4
7	5
8	3
9	3
10	3
11	2
12	2
13	6
14	2
15	7
15	7
16	3
17	3
18	3
16	3
19	1
20	2
21	7
22	2
23	2
24	6
25	2
26	3
27	3
25	2
28	7
28	7
1	1
2	1
3	2
4	3
5	1
6	4
7	5
8	3
9	3
10	3
11	2
12	2
13	6
14	2
15	7
15	7
16	3
17	3
18	3
16	3
19	1
20	2
21	7
22	2
23	2
24	6
25	2
26	3
27	3
25	2
28	7
28	7
29	6
13	6
30	6
31	6
32	6
14	2
15	7
14	2
29	6
13	6
30	6
31	6
32	6
14	2
15	7
33	2
1	1
2	1
3	2
4	3
5	1
34	4
35	5
2	1
36	1
37	3
5	1
38	8
39	8
37	3
40	9
40	9
1	1
2	1
3	2
4	3
5	1
34	4
35	5
2	1
36	1
37	3
5	1
38	8
39	8
37	3
40	9
40	9
41	1
42	1
43	2
44	3
45	1
46	4
47	5
48	3
49	3
50	3
51	2
52	2
29	6
53	2
54	7
54	7
54	7
55	10
