56	17
925	20
108	26
2000	20
2001	17
2002	13
1234	35
1298	36
154	37
501	40
22	17
618	20
1239	26
2003	16
2004	26
2005	20
56	17
172	29
172	29
172	29
56	17
925	20
108	26
2000	20
2001	17
2002	13
1234	35
1298	36
154	37
501	40
22	17
618	20
1239	26
2003	16
2004	26
2005	20
56	17
172	29
172	29
172	29
186	26
2006	16
2007	23
2008	16
2009	26
2010	20
1035	26
1903	31
439	23
100	23
2011	24
122	23
1127	16
305	26
118	20
297	27
108	26
622	23
466	16
260	26
617	17
221	20
106	26
2012	31
22	17
760	29
456	26
2013	23
210	16
278	26
109	20
110	26
263	20
275	27
14	17
15	29
55	10
