101	23
103	24
602	23
492	26
439	23
118	20
297	27
108	26
926	19
122	23
123	25
123	25
423	23
103	24
122	23
1051	20
2137	16
794	26
171	20
14	17
56	17
114	20
261	16
262	26
299	23
299	23
118	20
612	17
974	35
154	37
501	40
501	40
654	37
198	17
1137	20
186	26
2644	23
2645	23
2646	16
2031	26
674	20
19	26
791	31
791	31
492	26
1404	23
2647	24
131	23
118	20
262	26
1417	19
122	23
101	23
1737	24
184	23
118	20
261	16
262	26
171	20
14	17
256	17
257	20
227	16
525	26
1133	23
1290	23
495	20
244	17
2648	35
154	37
501	40
501	40
253	37
11	17
942	20
533	26
2649	23
454	23
2650	16
437	26
674	20
728	35
2651	13
250	17
16	20
1	26
2652	17
2653	35
2654	36
155	37
114	20
2655	26
2656	31
428	20
1532	27
25	17
28	29
55	10
