56	17
22	17
1932	29
256	17
1869	26
2044	31
1755	16
100	23
2045	25
2046	24
101	23
105	25
105	25
594	17
2047	29
256	17
262	26
2048	31
261	16
265	23
2049	25
236	24
122	23
123	25
123	25
101	23
105	25
143	24
2050	23
2051	25
2052	16
1017	26
2053	31
2054	26
1130	17
2055	29
190	17
129	20
2056	27
118	20
186	26
1900	31
2057	20
190	17
2058	29
2059	20
186	26
529	31
529	31
101	23
2060	25
104	24
230	23
1819	25
923	16
2061	26
2062	31
1138	26
22	17
760	29
190	17
129	20
2056	27
1383	26
186	26
1900	31
118	20
617	17
2063	29
221	20
19	26
791	31
791	31
2064	35
2065	36
2066	35
1523	13
2067	43
2068	13
2069	17
1171	17
2070	26
265	23
2071	25
2071	25
296	26
2072	31
110	26
129	20
1994	27
118	20
190	17
191	29
2073	29
14	17
15	29
15	29
55	10
