14	2
13	6
216	24
286	23
2229	16
352	24
2230	24
134	23
586	2
317	6
352	24
134	23
346	16
640	24
2231	24
286	23
134	23
135	24
13	6
23	2
2232	1
2233	3
2234	2
2235	7
2236	6
25	2
28	7
28	7
14	2
13	6
216	24
286	23
2229	16
352	24
2230	24
134	23
586	2
317	6
352	24
134	23
346	16
640	24
2231	24
286	23
134	23
135	24
13	6
23	2
2232	1
2233	3
2234	2
2235	7
2236	6
25	2
28	7
28	7
25	2
784	2
37	3
51	2
2237	24
12	2
1268	2
13	6
313	6
156	2
1498	3
25	2
164	24
198	2
1080	3
13	6
1	1
2	1
437	1
664	3
2238	2
665	2
29	6
25	2
201	6
269	2
325	6
600	24
286	23
2239	23
1206	19
153	23
996	1
1501	3
11	2
255	6
2240	1
965	4
2241	3
2242	1
51	2
2243	2
270	6
25	2
1049	2
784	2
1677	2
2151	3
25	2
52	2
2244	7
2245	7
2246	6
53	2
54	7
54	7
54	7
55	10
