134	23
312	25
135	24
136	30
134	23
312	25
176	16
369	28
134	23
312	25
166	2
167	7
27	3
117	9
14	2
15	7
15	7
15	7
15	7
15	7
14	2
15	7
362	23
702	25
135	24
136	30
198	2
703	7
704	3
705	9
1	1
657	41
1	1
657	41
16	3
661	9
661	9
661	9
661	9
661	9
16	3
661	9
1	1
657	41
198	2
703	7
135	24
136	30
362	23
702	25
201	6
706	33
14	2
15	7
16	3
661	9
661	9
661	9
661	9
661	9
154	23
501	25
707	2
708	7
709	24
710	30
588	16
711	28
135	24
136	30
135	24
136	30
134	23
312	25
168	23
712	25
646	25
312	25
713	23
714	25
715	25
716	25
134	23
312	25
312	25
312	25
55	10
