101	23
103	24
602	23
181	26
299	23
210	16
1237	16
108	26
148	20
108	26
466	16
467	23
183	16
1213	20
1238	20
14	17
101	23
103	24
602	23
181	26
299	23
210	16
1237	16
108	26
148	20
108	26
466	16
467	23
183	16
1213	20
1238	20
14	17
56	17
114	20
1154	26
261	16
618	20
1239	26
1240	20
250	17
542	17
2	26
261	16
1241	23
621	24
492	26
1242	19
122	23
2	26
1243	23
143	24
230	23
1244	26
505	16
1245	28
456	26
1246	24
1247	24
1248	24
1249	20
1250	23
1251	16
1252	26
229	20
875	16
116	26
762	20
1253	17
1254	20
1255	14
1256	35
919	37
253	37
11	17
1257	20
1142	26
1258	31
701	23
1259	16
629	20
1260	26
1261	20
284	27
14	17
15	29
55	10
