56	2
22	2
2118	7
2119	6
309	24
351	30
253	23
11	2
1046	3
429	9
1	1
657	41
1	1
2	1
2120	1
2121	41
42	1
2122	41
2123	3
198	2
1046	3
429	9
25	2
28	7
198	2
256	2
1051	3
1175	1
271	3
2124	9
41	1
23	2
2125	6
2126	33
512	24
513	30
2127	3
17	3
2128	2
325	6
156	2
1082	24
351	30
153	23
196	25
154	23
326	2
2129	7
2130	2
428	3
429	9
1826	3
1	1
2131	3
1078	1
1505	2
2132	7
784	2
965	4
2133	5
1291	4
2134	1
1158	1
675	41
37	3
40	9
16	3
2	1
2135	41
2136	1
2137	4
669	5
2138	4
2139	42
2140	47
2141	1
1505	2
2132	7
2	1
1080	3
2142	2
851	6
198	2
1082	24
351	30
153	23
196	25
154	23
2143	2
2144	7
270	6
1351	24
2145	30
119	23
2146	3
2147	1
2148	41
27	3
117	9
1	1
2149	4
2150	1
2151	3
338	1
2152	3
2153	9
25	2
28	7
28	7
55	10
