134	23
134	23
135	24
201	6
14	2
975	2
328	6
164	24
166	2
168	23
141	26
1715	16
278	26
1716	20
56	17
172	29
134	23
134	23
135	24
201	6
14	2
975	2
328	6
164	24
166	2
168	23
141	26
1715	16
278	26
1716	20
56	17
172	29
56	17
925	20
356	26
1717	31
22	17
292	20
1138	26
509	2
1324	6
1718	2
1719	3
1720	9
1011	6
1721	24
153	23
654	23
374	23
25	2
1722	6
101	23
598	24
1723	16
386	26
628	20
141	26
865	16
1404	23
1724	25
1725	26
1726	20
56	17
172	29
56	17
925	20
356	26
1717	31
22	17
292	20
1138	26
509	2
1324	6
1718	2
1719	3
1720	9
1011	6
1721	24
153	23
654	23
374	23
25	2
1722	6
101	23
598	24
1723	16
386	26
628	20
141	26
865	16
1404	23
1724	25
1725	26
1726	20
56	17
172	29
1727	17
925	20
356	26
1728	31
244	17
1729	20
108	26
101	23
133	23
1490	23
643	26
644	16
1730	26
1731	20
56	17
172	29
55	10
