101	23
105	25
101	23
2668	25
134	23
312	25
135	24
136	30
651	24
2669	30
134	23
312	25
312	25
312	25
312	25
312	25
108	26
147	31
107	16
2670	28
108	26
147	31
118	20
187	27
110	26
1929	31
159	20
2671	27
1386	27
2672	27
14	17
15	29
15	29
15	29
15	29
15	29
118	20
297	27
118	20
297	27
118	20
297	27
108	26
147	31
186	26
2673	31
2508	20
2674	27
2674	27
2674	27
2674	27
2674	27
148	20
1024	27
108	26
2675	19
2458	23
2676	25
1416	23
2677	25
2540	19
2678	39
153	23
196	25
196	25
196	25
196	25
196	25
134	23
312	25
651	24
2669	30
772	23
2679	25
170	16
2680	28
108	26
147	31
183	16
1016	28
1016	28
1016	28
1016	28
1016	28
108	26
147	31
347	20
1893	27
108	26
147	31
159	20
2671	27
118	20
297	27
56	17
172	29
172	29
172	29
55	10
