134	23
1349	16
352	24
164	24
325	6
557	6
25	2
25	2
143	24
1350	30
176	16
131	23
1349	16
118	20
56	17
172	29
131	23
1349	16
1351	24
379	24
1352	6
315	6
51	2
51	2
651	24
1353	30
170	16
230	23
1354	16
357	20
56	17
172	29
1317	46
1355	48
56	17
108	26
108	26
278	26
458	20
1356	20
138	20
176	16
176	16
519	16
643	26
1357	26
1358	26
1359	24
1360	30
176	16
131	23
1361	25
108	26
346	16
947	26
113	20
56	17
56	17
56	17
181	26
457	26
281	26
1362	20
1363	20
347	20
107	16
494	16
1364	16
141	26
1365	31
1366	20
1367	24
1350	30
1096	16
240	23
1368	25
1369	26
466	16
1169	26
171	20
56	17
172	29
172	29
55	10
