2	26
437	26
22	17
664	20
551	26
425	16
110	26
118	20
664	20
2689	20
11	17
349	17
13	13
14	17
15	29
15	29
1796	20
114	20
2690	20
736	20
2691	26
11	17
2692	29
784	17
349	17
13	13
11	17
248	26
485	20
25	17
28	29
28	29
2	26
437	26
22	17
664	20
551	26
425	16
110	26
118	20
664	20
2689	20
11	17
349	17
13	13
14	17
15	29
15	29
1796	20
114	20
2690	20
736	20
2691	26
11	17
2692	29
784	17
349	17
13	13
11	17
248	26
485	20
25	17
28	29
28	29
29	13
13	13
313	13
255	13
2077	13
20	17
2692	29
784	17
349	17
13	13
201	13
2693	13
313	13
198	17
2694	29
25	17
2	26
1047	26
11	17
674	20
1824	26
1076	16
2695	28
1	26
2	26
114	20
2696	23
2697	26
435	26
37	20
40	27
218	11
664	20
2698	27
672	20
658	26
2699	31
492	26
2700	16
2701	28
2702	28
1741	26
2703	31
1645	26
671	20
2704	27
2705	20
2706	20
881	16
2707	20
257	20
475	27
1579	11
84	20
2708	27
2709	20
262	26
2710	31
2711	26
227	16
1170	28
669	28
2	26
2712	31
437	26
664	20
2713	27
2269	17
1827	17
2714	26
498	17
14	17
15	29
15	29
55	10
