56	17
22	17
118	20
108	26
147	31
1901	23
101	23
603	23
1420	19
122	23
123	25
1121	26
6	16
7	28
1	26
16	20
661	27
661	27
23	17
13	13
1307	43
14	17
15	29
15	29
56	17
22	17
118	20
108	26
147	31
1901	23
101	23
603	23
1420	19
122	23
123	25
1121	26
6	16
7	28
1	26
16	20
661	27
661	27
23	17
13	13
1307	43
14	17
15	29
15	29
16	20
16	20
431	26
432	16
1902	28
433	16
1035	26
1903	31
1035	26
1904	20
1905	27
1905	27
1035	26
839	26
456	26
176	16
369	28
1906	24
379	24
1907	18
1907	18
877	24
1007	30
29	6
25	2
28	7
108	26
183	16
1016	28
186	26
118	20
118	20
184	23
103	24
931	30
261	16
2	26
271	20
1229	27
902	17
1908	29
1908	29
55	10
