108	26
171	20
22	17
114	20
2	26
467	23
686	16
687	28
688	26
689	31
131	23
108	26
170	16
108	26
690	17
110	26
159	20
112	27
14	17
15	29
108	26
171	20
22	17
114	20
2	26
467	23
686	16
687	28
688	26
689	31
131	23
108	26
170	16
108	26
690	17
110	26
159	20
112	27
14	17
15	29
134	23
691	24
509	2
510	2
317	6
692	23
266	24
693	30
273	23
301	25
101	23
103	24
649	2
649	2
694	6
168	23
271	24
695	30
273	23
301	25
347	20
696	26
697	16
698	16
108	26
699	16
700	20
118	20
701	23
209	26
425	16
110	26
690	17
110	26
159	20
112	27
14	17
15	29
15	29
15	29
55	10
