56	17
594	17
263	20
108	26
2481	31
119	23
2094	23
2482	25
2483	19
153	23
196	25
108	26
210	16
2484	28
2485	26
2486	20
2487	27
2488	17
2489	20
570	27
1881	27
56	17
172	29
172	29
56	17
594	17
263	20
108	26
2481	31
119	23
2094	23
2482	25
2483	19
153	23
196	25
108	26
210	16
2484	28
2485	26
2486	20
2487	27
2488	17
2489	20
570	27
1881	27
56	17
172	29
172	29
118	20
139	20
2490	26
176	16
2491	28
2492	16
2493	26
816	31
2494	26
722	20
2495	27
2495	27
456	26
224	26
1114	26
1102	16
2496	28
2497	24
2279	24
2498	30
2499	18
512	24
513	30
315	6
23	2
2500	26
2501	31
697	16
1311	28
1377	26
499	20
118	20
133	23
143	24
2502	30
2503	16
108	26
159	20
112	27
56	17
172	29
172	29
55	10
