56	17
172	29
245	26
147	31
2770	23
2771	25
2772	25
2773	23
374	23
2774	25
994	23
1762	25
266	24
2775	30
1858	30
1968	30
153	23
196	25
196	25
196	25
897	46
2776	48
154	23
175	25
198	2
2777	7
2778	23
2779	25
25	2
2780	3
2	1
670	41
114	3
1650	9
2299	2
2781	7
1523	6
2782	33
1055	24
2783	30
153	23
196	25
196	25
196	25
897	46
2776	48
134	23
2784	25
2785	2
2786	7
134	23
2787	25
352	24
2788	30
457	26
2789	31
882	16
2790	26
247	20
2791	27
56	17
172	29
172	29
172	29
1317	46
1355	48
131	23
276	25
134	23
2792	25
2793	25
2794	16
354	26
2795	31
347	20
2796	27
22	17
760	29
760	29
760	29
1431	46
2797	48
119	23
2798	25
131	23
2799	25
2800	25
2801	16
141	26
1258	31
1714	20
470	27
56	17
172	29
172	29
172	29
1317	46
1355	48
347	20
242	27
278	26
2802	31
2803	16
2804	28
108	26
147	31
147	31
147	31
1317	46
1355	48
155	23
2041	25
2805	24
2806	30
979	6
2807	33
23	2
321	7
11	2
2808	3
116	1
2809	41
2810	3
2811	9
250	2
778	7
134	23
2779	25
156	2
1819	7
362	23
2812	25
651	24
1993	30
2813	26
2814	31
882	16
2790	26
247	20
2791	27
56	17
172	29
172	29
172	29
55	10
