14	17
1926	29
16	20
2	26
670	31
114	20
349	17
13	13
833	35
154	37
501	40
501	40
22	17
760	29
118	20
108	26
195	31
346	16
358	26
629	20
470	27
14	17
15	29
15	29
14	17
1926	29
16	20
2	26
670	31
114	20
349	17
13	13
833	35
154	37
501	40
501	40
22	17
760	29
118	20
108	26
195	31
346	16
358	26
629	20
470	27
14	17
15	29
15	29
108	26
195	31
170	16
122	23
1819	25
107	16
108	26
629	20
470	27
186	26
529	31
529	31
101	23
1927	25
133	23
143	24
1928	30
122	23
170	16
108	26
1929	31
118	20
297	27
297	27
108	26
1930	16
131	23
466	16
1931	28
260	26
22	17
1932	29
664	20
1933	26
1934	31
1935	31
22	17
760	29
760	29
262	26
1936	16
478	23
812	16
1937	28
110	26
189	20
1276	26
246	31
1938	20
1939	27
112	27
14	17
15	29
15	29
55	10
