Choralname = bch350
Anzahl Stimmen = 4
Tonart = D-moll
Takt = 4/4
Tempo = 100
Notentextausgabe in 16tel-Schritten:

PHRASE	TAKT	SOPRAN	ALT	TENOR	BASS	HARMONIK

1	1	P	F 1	D 1	B 0	t



			F 1	D 1	B 0	t



			F 1	D 1	B 0	t



		D 2				sP

		D 2				

	2	F 2	F 1	D 1	B 0	sP



			F 1	D 1	D 0	t

		F 2				

		Eb2	G 1	C 1	Eb0	%



		C 2	F 1	C 1	F 0	tP



2	3	D 2	F 1	B 0	B -1	sP



						sP



		C 2	F 1	C 1	F -1	tP



			F 1	A 0	F 0	tP

			F 1	A 0	F 0	

	4		D 1	B 0	G 0	s



		B 1				s

		B 1				

		B 1				s

		A 1				

		B 1	B 0	B 0	G 0	s

		C 2				

3	5	D 2	B 0	B 0	B 0	sP



		C 2	C 1	A 0	F 0	tP



		B 1	D 1	B 0	B -1	sP



						sP



	6	D 2	F 1	B 0	B -1	sP



		E 2	E 1	G 0	C 0	dP



		F 2	D 1	F 0	D 0	t



		D 2	D 1	B 0	B -1	sP



4	7	C 2	F 1	C 1	F -1	tP



		B 1	D 1	G 0	G -1	s



		A 1	D 1	A 0	D 0	t



						t



	8	G 1	D 1	B 0	G -1	s



		D 2				s

		D 2				

		Eb2	G 1			%



			G 1	B 0	G 0	%

				B 0	G 0	

5	9	Eb2	F 1	C 1	A 0	tP3



		D 2		B 0	B 0	sP

			F 1			

		C 2	F 1	C 1	F 0	tP



			F 1			tP

		C 2		C 1	F 0	

	10	B 1	F 1	D 1	B -1	sP



						sP



						sP



						sP



6	11	A 1	F 1	D 1	D 0	t



		A 1	D 1	D 1	D 0	t



		B 1	D 1	B 0	D 0	sP3



		C 2	E 1	A 0	C 0	d3



	12	D 2	D 1	D 1	B -1	sP



				D 0		sP

		D 2	D 1		B -1	

		C#2	E 1	A 0	A -1	D



						D



7	13	F 2	F 1	A 0	F -1	tP



		F 2	F 1	C 1	F -1	tP



		E 2	G 1	C 1	C 0	dP



		D 2	F 1	B 0	D 0	sP3



	14	E 2	E 1	A 0	A -1	d



						d

		E 2	E 1	A 0	A -1	

		D 2	F#1	A 0	D 0	T



						T



8	15	B 1	G 1	G 0	Eb0	%



						%



						%



						%



	16					%



						%



						%



						%



9	17	C 2	Eb1	C 1	C 0	%



						%



						%



						%



	18	D 2	F 1	F 0	B -1	sP



						sP



						sP



						sP



10	19					sP



						sP



						sP



						sP



	20	F 2	F 1	F 0	D 0	t



						t



						t



						t



11	21	Eb2	G 1	C 1	C 0	%



						%



						%



						%



	22		Eb1			%



						%



						%



						%



12	23	Eb2		C 1	C 0	%



						%



						%



						%



	24	D 2	F 1	D 1	B -1	sP



						sP



						sP



						sP



13	25					sP



						sP



						sP



						sP



	26					sP



						sP



						sP



						sP



14	27	F 2	F 1	D 1	B 0	sP



						sP



						sP



						sP



	28					sP



						sP



						sP



						sP



15	29	F 2	F 1	F 1	A 0	tP3



						tP3



						tP3



						tP3



	30	F 2	F 1	D 1	B 0	sP



						sP



						sP



						sP



16	31					sP



						sP



						sP



						sP



	32			D 1		sP



						sP



						sP



						sP



17	33	Eb2	G 1	C 1	Eb0	%



						%



						%



						%



	34	C 2	F 1		F 0	tP



						tP



						tP



						tP



18	35			C 1		tP



						tP



		C 2	F 1		F 0	tP



						tP



	36	B 1	F 1	D 1	B -1	sP



						sP



						sP



						sP



